CLASSID,SPELLID,SPELLNAME,RANK,ICON_NAME,TOOLTIP,SPEC_0,SPEC_1,SPEC_2
1,15310,Darkness,5,spell_shadow_twilight,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15310/darkness""><b class=""whtt-name"">Darkness</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Increases your Shadow spell damage by 10%.</div></td></tr></table>",0,0,1
1,15317,Improved Shadow Word: Pain,2,spell_shadow_shadowwordpain,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15317/improved-shadow-word-pain""><b class=""whtt-name"">Improved Shadow Word: Pain</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Increases the duration of your Shadow Word: Pain spell by 6 sec.</div></td></tr></table>",0,0,1
1,15320,Shadow Affinity,3,spell_shadow_shadowward,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15320/shadow-affinity""><b class=""whtt-name"">Shadow Affinity</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Reduces the threat generated by your Shadow spells by 25%.</div></td></tr></table>",0,0,1
1,15330,Shadow Focus,5,spell_shadow_burningspirit,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15330/shadow-focus""><b class=""whtt-name"">Shadow Focus</b></a><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Reduces your target's chance to resist your Shadow spells by 10%.</div></td></tr></table>",0,0,1
1,15334,Shadow Weaving,5,spell_shadow_blackplague,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15334/shadow-weaving""><b class=""whtt-name"">Shadow Weaving</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Your Shadow damage spells have a 100% chance to cause your target to be vulnerable to Shadow damage. &nbsp;This vulnerability increases the Shadow damage dealt to your target by 3% and lasts 15 sec. &nbsp;Stacks up to 5 times.</div></td></tr></table>",0,0,1
1,15338,Spirit Tap,5,spell_shadow_requiem,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15338/spirit-tap""><b class=""whtt-name"">Spirit Tap</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Gives you a 100% chance to gain a 100% bonus to your Spirit after killing a target that yields experience. &nbsp;For the duration, your Mana will regenerate at a 50% rate while casting. &nbsp;Lasts 15 sec.</div></td></tr></table>",0,0,1
1,15356,Spiritual Healing,5,spell_nature_moonglow,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15356/spiritual-healing""><b class=""whtt-name"">Spiritual Healing</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Increases the amount healed by your healing spells by 10%.</div></td></tr></table>",0,1,0
1,15363,Inspiration,3,spell_holy_layonhands,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15363/inspiration""><b class=""whtt-name"">Inspiration</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Increases your target's armor by 25% for 15 sec after getting a critical effect from your Flash Heal, Heal, Greater Heal, or Prayer of Healing spell.</div></td></tr></table>",1,1,0
1,15473,Shadowform,1,spell_shadow_shadowform,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15473/shadowform""><b class=""whtt-name"">Shadowform</b></a><div class=""q0"">Talent</div>40% of base mana<table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->1.5 sec cooldown<!--cooldownText--><!--baseCooldown:1.5 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Assume a Shadowform, increasing your Shadow damage by 15% and reducing Physical damage done to you by 15%. &nbsp;However, you may not cast Holy spells while in this form.</div></td></tr></table>",0,0,1
1,17325,Shadow Reach,3,spell_shadow_chilltouch,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=17325/shadow-reach""><b class=""whtt-name"">Shadow Reach</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Increases the range of your Shadow damage spells by 20%.</div></td></tr></table>",0,0,1
1,18535,Divine Fury,5,spell_holy_sealofwrath,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18535/divine-fury""><b class=""whtt-name"">Divine Fury</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Reduces the casting time of your Smite, Holy Fire, Heal and Greater Heal spells by 0.5 sec.</div></td></tr></table>",1,1,0
1,18555,Mental Strength,5,spell_nature_enchantarmor,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18555/mental-strength""><b class=""whtt-name"">Mental Strength</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Increases your maximum Mana by 10%.</div></td></tr></table>",1,0,0
1,18807,Mind Flay,1,spell_shadow_siphonmana,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18807/mind-flay""><b class=""whtt-name"">Mind Flay</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>205 Mana</td><th>20 yd range</th></tr></table>Channeled (3 sec cast)<div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Assault the target's mind with Shadow energy, causing 426 Shadow damage over 3 sec and slowing their movement speed by 50%.</div></td></tr></table>",0,0,1
1,20711,Spirit of Redemption,1,inv_enchant_essenceeternallarge,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20711/spirit-of-redemption""><b class=""whtt-name"">Spirit of Redemption</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Upon death, the priest becomes the Spirit of Redemption for 10 sec. &nbsp;The Spirit of Redemption cannot move, attack, be attacked or targeted by any spells or effects. &nbsp;While in this form the priest can cast any healing spell free of cost. &nbsp;When the effect ends, the priest dies.</div></td></tr></table>",0,1,0
1,27789,Holy Reach,1,spell_holy_purify,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=27789/holy-reach""><b class=""whtt-name"">Holy Reach</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Increases the range of your Smite and Holy Fire spells and the radius of your Prayer of Healing and Holy Nova spells by 10%.</div></td></tr></table>",1,0,0
1,27801,Holy Nova,1,spell_holy_holynova,"<table><tr><td><table width=""100%""><tr><td><a class=""whtt-name"" href=""/classic/spell=27801/holy-nova""><b class=""whtt-name"">Holy Nova</b></a></td><th><b class=""q0""><br>Level <!--lvl-->60</b></th></tr></table><div class=""q0"">Talent</div>750 Mana<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Causes an explosion of holy light around the caster, causing <!--ppl27801:60:66:181:120-->181 to <!--ppl27801:60:66:209:120:1-->209 Holy damage to all enemy targets within 10 yards and healing all party members within 10 yards for <!--ppl27801:60:66:302:90-->302 to <!--ppl27801:60:66:350:90:1-->350. &nbsp;These effects cause no threat.</div></td></tr></table>",1,1,0
1,27841,Divine Spirit,1,spell_holy_divinespirit,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=27841/divine-spirit""><b class=""whtt-name"">Divine Spirit</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>970 Mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Holy power infuses the target, increasing their Spirit by 40 for 30 min.</div></td></tr></table>",1,0,0
1,27871,Lightwell,1,spell_holy_summonlightwell,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=27871/lightwell""><b class=""whtt-name"">Lightwell</b></a><div class=""q0"">Talent</div>365 Mana<table width=""100%""><tr><td>1.5 sec cast</td><th><!--cooldownText-->10 min cooldown<!--cooldownText--><!--baseCooldown:10 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Creates a holy Lightwell near the priest. &nbsp;Members of your raid or party can click the Lightwell to restore 1600 health over 10 sec. &nbsp;Being attacked cancels the effect. &nbsp;Lightwell lasts for 3 min or 5 charges.</div></td></tr></table>",0,1,0
2,20048,Improved Blessing of Might,5,spell_holy_fistofjustice,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20048/improved-blessing-of-might""><b class=""whtt-name"">Improved Blessing of Might</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the melee attack power bonus of your Blessing of Might by 20%.</div></td></tr></table>",1,0,1
2,20059,Vengeance,5,ability_racial_avatar,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20059/vengeance""><b class=""whtt-name"">Vengeance</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Gives you a 15% bonus to Physical and Holy damage you deal for 8 sec after dealing a critical strike from a weapon swing, spell, or ability.</div></td></tr></table>",0,0,1
2,20063,Deflection,4,ability_parry,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20063/deflection""><b class=""whtt-name"">Deflection</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases your Parry chance by 4%.</div></td></tr></table>",0,1,0
2,20066,Repentance,1,spell_holy_prayerofhealing,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20066/repentance""><b class=""whtt-name"">Repentance</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>60 Mana</td><th>20 yd range</th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->1 min cooldown<!--cooldownText--><!--baseCooldown:1 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Puts the enemy target in a state of meditation, incapacitating them for up to 6 sec. &nbsp;Any damage caused will awaken the target. &nbsp;Only works against Humanoids.</div></td></tr></table>",0,0,1
2,20100,Anticipation,5,spell_magic_lesserinvisibilty,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20100/anticipation""><b class=""whtt-name"">Anticipation</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases your Defense skill by 10.</div></td></tr></table>",0,1,0
2,20104,Benediction,4,spell_frost_windwalkon,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20104/benediction""><b class=""whtt-name"">Benediction</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Reduces the Mana cost of your Judgement and Seal spells by 12%.</div></td></tr></table>",0,0,1
2,20105,Benediction,5,spell_frost_windwalkon,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20105/benediction""><b class=""whtt-name"">Benediction</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Reduces the Mana cost of your Judgement and Seal spells by 15%.</div></td></tr></table>",0,1,0
2,20113,Two-Handed Weapon Specialization,3,inv_hammer_04,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20113/two-handed-weapon-specialization""><b class=""whtt-name"">Two-Handed Weapon Specialization</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage you deal with two-handed melee weapons by 6%.</div></td></tr></table>",0,0,1
2,20121,Conviction,5,spell_holy_retributionaura,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20121/conviction""><b class=""whtt-name"">Conviction</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><span class=""wowhead-tooltip-requirements"">Requires Melee Weapon</span><div class=""q"">Increases your chance to get a critical strike with melee weapons by 5%.</div></td></tr></table>",0,0,1
2,20137,Redoubt,5,ability_defend,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20137/redoubt""><b class=""whtt-name"">Redoubt</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases your chance to block attacks with your shield by 30% after being the victim of a critical strike. &nbsp;Lasts 10 sec or 5 blocks.</div></td></tr></table>",0,1,0
2,20142,Improved Devotion Aura,5,spell_holy_devotionaura,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20142/improved-devotion-aura""><b class=""whtt-name"">Improved Devotion Aura</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the armor bonus of your Devotion Aura by 25%.</div></td></tr></table>",1,0,1
2,20147,Toughness,5,spell_holy_devotion,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20147/toughness""><b class=""whtt-name"">Toughness</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases your armor value from items by 10%.</div></td></tr></table>",0,1,0
2,20150,Shield Specialization,3,inv_shield_06,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20150/shield-specialization""><b class=""whtt-name"">Shield Specialization</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the amount of damage absorbed by your shield by 30%.</div></td></tr></table>",0,1,0
2,20175,Guardian’s Favor,2,spell_holy_sealofprotection,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20175/guardians-favor""><b class=""whtt-name"">Guardian's Favor</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Reduces the cooldown of your Blessing of Protection by 120 sec and increases the duration of your Blessing of Freedom by 6 sec.</div></td></tr></table>",1,0,0
2,20193,Precision,3,ability_rogue_ambush,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20193/precision""><b class=""whtt-name"">Precision</b></a><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases your chance to hit with melee weapons by 3%.</div></td></tr></table>",1,1,1
2,20200,One-Handed Weapon Specialization,5,inv_sword_20,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20200/one-handed-weapon-specialization""><b class=""whtt-name"">One-Handed Weapon Specialization</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage you deal with one-handed melee weapons by 10%.</div></td></tr></table>",0,1,0
2,20208,Spiritual Focus,5,spell_arcane_blink,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20208/spiritual-focus""><b class=""whtt-name"">Spiritual Focus</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Gives your Flash of Light and Holy Light spells a 70% chance to not lose casting time when you take damage.</div></td></tr></table>",1,0,0
2,20215,Illumination,5,spell_holy_greaterheal,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20215/illumination""><b class=""whtt-name"">Illumination</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">After getting a critical effect from your Flash of Light, Holy Light, or Holy Shock heal spell, gives you a 100% chance to gain Mana equal to the base cost of the spell.</div></td></tr></table>",1,0,0
2,20216,Divine Favor,1,spell_holy_heal,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20216/divine-favor""><b class=""whtt-name"">Divine Favor</b></a><div class=""q0"">Talent</div>4% of base mana<table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->2 min cooldown<!--cooldownText--><!--baseCooldown:2 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">When activated, gives your next Flash of Light, Holy Light, or Holy Shock spell a 100% critical effect chance.</div></td></tr></table>",1,0,0
2,20217,Blessing of Kings,1,spell_magic_magearmor,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20217/blessing-of-kings""><b class=""whtt-name"">Blessing of Kings</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>8% of base mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Places a Blessing on the friendly target, increasing total stats by 10% for 5 min. &nbsp;Players may only have one Blessing on them per Paladin at any one time.</div></td></tr></table>",1,0,0
2,20218,Sanctity Aura,1,spell_holy_mindvision,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20218/sanctity-aura""><b class=""whtt-name"">Sanctity Aura</b></a><div class=""q0"">Talent</div>Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases Holy damage done by party members within 30 yards by 10%. &nbsp;Players may only have one Aura on them per Paladin at any one time.</div></td></tr></table>",0,0,1
2,20235,Improved Lay on Hands,2,spell_holy_layonhands,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20235/improved-lay-on-hands""><b class=""whtt-name"">Improved Lay on Hands</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Gives the target of your Lay on Hands spell a 30% bonus to their armor value from items for 2 min. &nbsp;In addition, the cooldown for your Lay on Hands spell is reduced by 20 min.</div></td></tr></table>",1,0,0
2,20239,Healing Light,3,spell_holy_holybolt,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20239/healing-light""><b class=""whtt-name"">Healing Light</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the amount healed by your Holy Light and Flash of Light spells by 12%.</div></td></tr></table>",1,0,0
2,20245,Improved Blessing of Wisdom,2,spell_holy_sealofwisdom,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20245/improved-blessing-of-wisdom""><b class=""whtt-name"">Improved Blessing of Wisdom</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the effect of your Blessing of Wisdom spell by 20%.</div></td></tr></table>",1,0,0
2,20261,Divine Intellect,5,spell_nature_sleep,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20261/divine-intellect""><b class=""whtt-name"">Divine Intellect</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases your total Intellect by 10%.</div></td></tr></table>",1,0,1
2,20266,Divine Strength,5,ability_golemthunderclap,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20266/divine-strength""><b class=""whtt-name"">Divine Strength</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases your Strength by 10%.</div></td></tr></table>",0,1,1
2,20332,Improved Seal of Righteousness,5,ability_thunderbolt,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20332/improved-seal-of-righteousness""><b class=""whtt-name"">Improved Seal of Righteousness</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your Seal of Righteousness and Judgement of Righteousness by 15%.</div></td></tr></table>",0,1,0
2,20337,Improved Seal of the Crusader,3,spell_holy_holysmite,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20337/improved-seal-of-the-crusader""><b class=""whtt-name"">Improved Seal of the Crusader</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the melee attack power bonus of your Seal of the Crusader and the Holy damage increase of your Judgement of the Crusader by 15%.</div></td></tr></table>",0,0,1
2,20361,Lasting Judgement,3,spell_holy_healingaura,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20361/lasting-judgement""><b class=""whtt-name"">Lasting Judgement</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the duration of your Judgement of Light and Judgement of Wisdom by 30 sec.</div></td></tr></table>",1,0,0
2,20470,Improved Righteous Fury,3,spell_holy_sealoffury,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20470/improved-righteous-fury""><b class=""whtt-name"">Improved Righteous Fury</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the amount of threat generated by your Righteous Fury spell by 50%.</div></td></tr></table>",0,1,0
2,20914,Blessing of Sanctuary,1,spell_nature_lightningshield,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20914/blessing-of-sanctuary""><b class=""whtt-name"">Blessing of Sanctuary</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>135 Mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Places a Blessing on the friendly target, reducing damage dealt from all sources by up to 24 for 5 min. &nbsp;In addition, when the target blocks a melee attack the attacker will take 35 Holy damage. &nbsp;Players may only have one Blessing on them per Paladin at any one time.</div></td></tr></table>",0,1,0
2,20920,Seal of Command,1,ability_warrior_innerrage,"<table><tr><td><table width=""100%""><tr><td><a class=""whtt-name"" href=""/classic/spell=20920/seal-of-command""><b class=""whtt-name"">Seal of Command</b></a></td><th><b class=""q0""><br>Level <!--lvl-->60</b></th></tr></table><div class=""q0"">Talent</div>210 Mana<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Gives the Paladin a chance to deal additional Holy damage equal to 70% of normal weapon damage. &nbsp;Only one Seal can be active on the Paladin at any one time. &nbsp;Lasts 30 sec.<br /><br />Unleashing this Seal's energy will judge an enemy, instantly causing <!--ppl20920:60:68:169:305-->169 to <!--ppl20920:60:68:186:305:1-->186 Holy damage, <!--ppl20920:60:68:339:610-->339 to <!--ppl20920:60:68:373:610:1-->373 if the target is stunned or incapacitated.</div> (1s cooldown)</td></tr></table>",0,0,1
2,20924,Consecration,1,spell_holy_innerfire,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20924/consecration""><b class=""whtt-name"">Consecration</b></a><div class=""q0"">Talent</div>565 Mana<table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->8 sec cooldown<!--cooldownText--><!--baseCooldown:8 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Consecrates the land beneath Paladin, doing 384 Holy damage over 8 sec to enemies who enter the area.</div></td></tr></table>",1,1,1
2,20928,Holy Shield,1,classic_spell_holy_blessingofprotection,"<table><tr><td><table width=""100%""><tr><td><a class=""whtt-name"" href=""/classic/spell=20928/holy-shield""><b class=""whtt-name"">Holy Shield</b></a></td><th><b class=""q0""><br>Level <!--lvl-->60</b></th></tr></table><div class=""q0"">Talent</div>240 Mana<table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->10 sec cooldown<!--cooldownText--><!--baseCooldown:10 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Increases chance to block by 30% for 10 sec, and deals 130 Holy damage for each attack blocked while active. &nbsp;Damage caused by Holy Shield causes 20% additional threat.<!--sp456541:0--> Each block expends a charge. 4 charges.<!--sp456541-→</div></td></tr></table>",0,1,0
2,20930,Holy Shock,1,spell_holy_searinglight,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20930/holy-shock""><b class=""whtt-name"">Holy Shock</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>325 Mana</td><th>20 yd range</th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->30 sec cooldown<!--cooldownText--><!--baseCooldown:30 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 56</span><br /></td></tr></table><table><tr><td><div class=""q"">Blasts the target with Holy energy, causing 365 to 395 Holy damage to an enemy, or 365 to 395 healing to an ally.</div></td></tr></table>",1,0,0
2,25829,Holy Power,5,spell_holy_power,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=25829/holy-power""><b class=""whtt-name"">Holy Power</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical effect chance of your Holy spells by 5%.</div></td></tr></table>",1,0,0
2,25836,Unyielding Faith,2,spell_holy_unyieldingfaith,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=25836/unyielding-faith""><b class=""whtt-name"">Unyielding Faith</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases your chance to resist Fear and Disorient effects by an additional 10%.</div></td></tr></table>",1,0,0
2,25957,Improved Judgement,2,spell_holy_righteousfury,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=25957/improved-judgement""><b class=""whtt-name"">Improved Judgement</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Decreases the cooldown of your Judgement spell by 2 sec.</div></td></tr></table>",0,0,1
2,26023,Pursuit of Justice,2,spell_holy_persuitofjustice,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=26023/pursuit-of-justice""><b class=""whtt-name"">Pursuit of Justice</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases movement and mounted movement speed by 8%. &nbsp;This does not stack with other movement speed increasing effects.</div></td></tr></table>",0,0,1
