DB_ID,DISP_ID,EQ_TYPE,ICON_NAME,TYPE,NAME,SOURCE,ITEM_QUALITY,ITEM_LEVEL,BIS,FIERY_CORE,LAVA_CORE,CLASS_MASK,SET,MIN_DAMAGE,MAX_DAMAGE,SPEED,ARMOR,BLOCK_VALUE,ROLE,STAMINA,STRENGTH,AGILITY,INTELLIGENCE,SPIRIT,MP5,ATTACK_POWER,R_ATTACK_POWER,SPELL_DAMAGE,SPELL_HEAL,SPELL_FROST,SPELL_SHADOW,SPELL_FIRE,SPELL_NATURE,HIT_PCT,CRIT_PCT,SPELL_HIT,SPELL_CRIT,PARRY_PCT,DODGE_PCT,BLOCK_PCT,DEFENSE,RESIST_FIRE,RESIST_SHADOW,RESIST_NATURE,RESIST_FROST,RESIST_ARCANE,HEAL_PER_5_SEC,SKILL_DAGGER,SKILL_SWORD,THORNS,COMMENTS,TOOLTIP
14112,4488,3,inv_shoulder_23,Cloth,Felcloth Shoulders,Starter,2,62,0,0,0,18,0,0,0,0,60,0,MAGI,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Felcloth Shoulders</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Shoulder</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->60 Armor</span><br><span><!--stat6-->+5 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 45 / 45</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18008/increase-shadow-dam-26"" class=""q2"">Increases damage done by Shadow spells and effects by up to 26.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">35</span> <span class=""moneycopper"">9</span></div></td></tr></table>"
14112,4488,3,inv_shoulder_23,Cloth,Felcloth Shoulders,Crafted,2,62,1,1,2,18,0,0,0,0,60,0,MAGI,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Felcloth Shoulders</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Shoulder</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->60 Armor</span><br><span><!--stat6-->+5 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 45 / 45</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18008/increase-shadow-dam-26"" class=""q2"">Increases damage done by Shadow spells and effects by up to 26.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">35</span> <span class=""moneycopper"">9</span></div></td></tr></table>"
14136,24612,20,inv_chest_cloth_49,Cloth,Robe of Winter Night,Crafted,3,57,1,2,3,26,0,0,0,0,81,0,MAGI,0,0,0,12,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Robe of Winter Night</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->57</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Chest</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->81 Armor</span><br><span><!--stat5-->+12 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 80 / 80</td></tr></table><table><tr><td>Requires Level <!--rlvl-->52<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18018/increase-shadow-dam-40"" class=""q2"">Increases damage done by Shadow spells and effects by up to 40.</a><!--useEffect:1--></span><!--useText:1--><br><!--useText:0:2--><span id=""useText2"" class=""q2"">Equip: <!--useEffect:0:2--><a href=""/classic/spell=17900/increase-frost-dam-40"" class=""q2"">Increases damage done by Frost spells and effects by up to 40.</a><!--useEffect:2--></span><!--useText:2--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">70</span> <span class=""moneycopper"">25</span></div></td></tr></table>"
14141,11906,5,inv_shirt_08,Cloth,Ghostweave Vest,Starter,2,55,0,0,0,26,0,0,0,0,71,0,HEAL,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Ghostweave Vest</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->55</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Chest</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->71 Armor</span><br><span><!--stat5-->+9 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 70 / 70</td></tr></table><table><tr><td>Requires Level <!--rlvl-->50<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18378/increased-mana-regen"" class=""q2"">Restores 8 mana per 5 sec.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">28</span> <span class=""moneycopper"">59</span></div></td></tr></table>"
14142,11097,10,inv_gauntlets_05,Cloth,Ghostweave Gloves,Starter,2,54,0,0,0,26,0,0,0,0,44,0,HEAL,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Ghostweave Gloves</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->54</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Hands</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->44 Armor</span><br><span><!--stat5-->+8 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 25 / 25</td></tr></table><table><tr><td>Requires Level <!--rlvl-->49<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18379/increased-mana-regen"" class=""q2"">Restores 6 mana per 5 sec.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneysilver"">60</span> <span class=""moneycopper"">87</span></div></td></tr></table>"
14143,10087,6,inv_belt_16,Cloth,Ghostweave Belt,Starter,2,53,0,0,0,26,0,0,0,0,39,0,HEAL,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Ghostweave Belt</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->53</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Waist</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->39 Armor</span><br><span><!--stat5-->+8 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 25 / 25</td></tr></table><table><tr><td>Requires Level <!--rlvl-->48<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18379/increased-mana-regen"" class=""q2"">Restores 6 mana per 5 sec.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneysilver"">57</span> <span class=""moneycopper"">63</span></div></td></tr></table>"
14143,10087,6,inv_belt_16,Cloth,Ghostweave Belt,Crafted,2,53,1,1,2,26,0,0,0,0,39,0,HEAL,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Ghostweave Belt</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->53</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Waist</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->39 Armor</span><br><span><!--stat5-->+8 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 25 / 25</td></tr></table><table><tr><td>Requires Level <!--rlvl-->48<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18379/increased-mana-regen"" class=""q2"">Restores 6 mana per 5 sec.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneysilver"">57</span> <span class=""moneycopper"">63</span></div></td></tr></table>"
14144,10098,7,inv_pants_01,Cloth,Ghostweave Pants,Starter,2,58,0,0,0,18,0,0,0,0,66,0,MAGI,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Ghostweave Pants</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->58</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Legs</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->66 Armor</span><br><span><!--stat5-->+12 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 55 / 55</td></tr></table><table><tr><td>Requires Level <!--rlvl-->53<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18378/increased-mana-regen"" class=""q2"">Restores 8 mana per 5 sec.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">43</span> <span class=""moneycopper"">74</span></div></td></tr></table>"
14154,25203,20,inv_chest_cloth_31,Cloth,Truefaith Vestments,Crafted,4,62,1,3,3,2,0,0,0,0,96,0,HEAL,14,0,0,0,0,6,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q4"">Truefaith Vestments</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Chest</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->96 Armor</span><br><span><!--stat7-->+14 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 100 / 100<div class=""wowhead-tooltip-item-classes"">Classes: <a href=""/classic/class=5/priest"" class=""c5"">Priest</a></div></td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18044/increase-healing-73"" class=""q2"">Increases healing done by spells and effects by up to 73.</a><!--useEffect:1--></span><!--useText:1--><br><!--useText:0:2--><span id=""useText2"" class=""q2"">Equip: <!--useEffect:0:2--><a href=""/classic/spell=18379/increased-mana-regen"" class=""q2"">Restores 6 mana per 5 sec.</a><!--useEffect:2--></span><!--useText:2--><br><!--useText:0:3--><span id=""useText3"" class=""q2"">Equip: <!--useEffect:0:3--><a href=""/classic/spell=18388/quick-fade"" class=""q2"">Reduces the cooldown of your Fade ability by 2 sec.</a><!--useEffect:3--></span><!--useText:3--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">90</span> <span class=""moneycopper"">28</span></div></td></tr></table>"
14340,25039,20,inv_chest_cloth_46,Cloth,Freezing Lich Robes,Dungeon,3,62,0,0,0,8,0,0,0,0,88,0,MAGI,15,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Freezing Lich Robes</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Chest</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->88 Armor</span><br><span><!--stat7-->+15 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 80 / 80</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=17902/increase-frost-dam-43"" class=""q2"">Increases damage done by Frost spells and effects by up to 43.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">17</span> <span class=""moneycopper"">78</span></div></td></tr></table>"
14457,26235,9,inv_bracer_09,Cloth,Elunarian Cuffs,Starter,2,58,0,0,0,2,0,0,0,0,33,0,HEAL,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Elunarian Cuffs</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->58</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Wrist</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->33 Armor</span><br><span><!--stat7-->+9 Stamina</span><br><span><!--stat6-->+10 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 25 / 25</td></tr></table><table><tr><td>Requires Level <!--rlvl-->53<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneysilver"">75</span> <span class=""moneycopper"">75</span></div></td></tr></table>"
14502,10433,6,inv_belt_10,Leather,Frostbite Girdle,Dungeon,3,62,1,0,0,97,0,0,0,0,98,0,PHYS,15,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Frostbite Girdle</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Waist</td><th><!--scstart4:2--><span class=""q1"">Leather</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->98 Armor</span><br><span><!--stat4-->+5 Strength</span><br><span><!--stat3-->+15 Agility</span><br><span><!--stat7-->+15 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><br>+10 Frost Resistance<!--e--><!--ps--><br>Durability 35 / 35</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">30</span> <span class=""moneycopper"">51</span></div></td></tr></table>"
14503,25104,3,inv_shoulder_25,Leather,Death's Clutch,Dungeon,3,62,0,0,0,37,0,0,0,0,131,0,PHYS,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Death's Clutch</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Shoulder</td><th><!--scstart4:2--><span class=""q1"">Leather</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->131 Armor</span><br><span><!--stat4-->+10 Strength</span><br><span><!--stat3-->+10 Agility</span><br><span><!--stat7-->+10 Stamina</span><br><span><!--stat5-->+10 Intellect</span><br><span><!--stat6-->+10 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 60 / 60</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">96</span> <span class=""moneycopper"">52</span></div></td></tr></table>"
14522,24545,7,inv_pants_04,Mail,Maelstrom Leggings,Dungeon,3,62,0,0,0,4,0,0,0,0,320,0,HEAL,20,0,0,20,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Maelstrom Leggings</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Legs</td><th><!--scstart4:3--><span class=""q1"">Mail</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->320 Armor</span><br><span><!--stat7-->+20 Stamina</span><br><span><!--stat5-->+20 Intellect</span><br><span><!--stat6-->+10 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 90 / 90</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=7680/increase-healing-13"" class=""q2"">Increases healing done by spells and effects by up to 13.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">3</span> <span class=""moneysilver"">13</span> <span class=""moneycopper"">18</span></div></td></tr></table>"
14525,22909,10,inv_gauntlets_29,Plate,Boneclenched Gauntlets,Dungeon,3,62,0,0,0,132,0,0,0,0,404,0,TANK,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Boneclenched Gauntlets</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Hands</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->404 Armor</span><br><span><!--stat4-->+15 Strength</span><br><span><!--stat7-->+14 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 45 / 45</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=13385/increased-defense"" class=""q2"">Increased Defense +7.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">5</span> <span class=""moneycopper"">61</span></div></td></tr></table>"
14528,25138,14,inv_shield_02,Shield,Rattlecage Buckler,Dungeon,3,62,0,0,0,4,0,0,0,0,2121,39,TANK,7,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Rattlecage Buckler</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Off Hand</td><th><!--scstart4:6--><span class=""q1"">Shield</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->2121 Armor</span><br>39 Block<br><span><!--stat7-->+7 Stamina</span><br><span><!--stat5-->+12 Intellect</span><br><span><!--stat6-->+7 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><br>+7 Shadow Resistance<!--e--><!--ps--><br>Durability 100 / 100</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">3</span> <span class=""moneysilver"">41</span> <span class=""moneycopper"">81</span></div></td></tr></table>"
14537,25160,8,inv_boots_plate_09,Plate,Corpselight Greaves,Dungeon,3,62,0,0,0,132,0,0,0,0,445,0,TANK,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Corpselight Greaves</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Feet</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->445 Armor</span><br><span><!--stat7-->+22 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><br>+10 Shadow Resistance<!--e--><!--ps--><br>Durability 65 / 65</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">70</span> <span class=""moneycopper"">1</span></div></td></tr></table>"
14538,28705,3,inv_shoulder_02,Cloth,Deadwalker Mantle,Dungeon,3,62,0,0,0,18,0,0,0,0,66,0,MAGI,19,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Deadwalker Mantle</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Shoulder</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->66 Armor</span><br><span><!--stat7-->+19 Stamina</span><br><span><!--stat5-->+9 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 50 / 50</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=9413/increase-shadow-dam-13"" class=""q2"">Increases damage done by Shadow spells and effects by up to 13.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">70</span> <span class=""moneycopper"">62</span></div></td></tr></table>"
14539,25166,1,inv_helmet_14,Leather,Bone Ring Helm,Dungeon,3,62,1,0,0,37,0,0,0,0,141,0,PHYS,30,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Bone Ring Helm</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Head</td><th><!--scstart4:2--><span class=""q1"">Leather</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->141 Armor</span><br><span><!--stat4-->+6 Strength</span><br><span><!--stat3-->+5 Agility</span><br><span><!--stat7-->+30 Stamina</span><br><span><!--stat5-->+6 Intellect</span><br><span><!--stat6-->+6 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 60 / 60</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">14</span> <span class=""moneycopper"">4</span></div></td></tr></table>"
14543,28703,10,inv_gauntlets_15,Cloth,Darkshade Gloves,Dungeon,3,62,0,0,0,31,0,0,0,0,55,0,MAGI,6,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Darkshade Gloves</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Hands</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->55 Armor</span><br><span><!--stat7-->+6 Stamina</span><br><span><!--stat5-->+7 Intellect</span><br><span><!--stat6-->+6 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><br>+15 Arcane Resistance<br>+10 Shadow Resistance<!--e--><!--ps--><br>Durability 30 / 30</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">4</span> <span class=""moneycopper"">78</span></div></td></tr></table>"
